OrderID,Date,Product,Quantity,Price
70,2023-01-04,Tablet,3,20000
71,2023-08-18,Laptop,1,50000
72,2024-01-31,Laptop,2,50000
73,2023-06-22,Monitor,4,12000
74,2023-10-23,Monitor,5,12000
75,2024-07-26,Headphones,1,2000
76,2024-06-29,Headphones,5,2000
77,2023-06-14,Mobile,5,15000
78,2023-08-30,Mobile,1,15000
79,2023-07-25,Tablet,1,20000
80,2024-09-18,Keyboard,5,1500
81,2023-07-20,Headphones,3,2000
82,2023-11-10,Monitor,1,12000
83,2024-05-28,Mouse,3,800
84,2023-01-12,Laptop,3,50000
85,2024-12-23,Mobile,4,15000
86,2024-02-19,Laptop,4,50000
87,2023-08-04,Keyboard,1,1500
88,2023-09-22,Headphones,5,2000
89,2023-05-08,Tablet,1,20000
90,2024-03-17,Tablet,3,20000
91,2023-11-12,Keyboard,3,1500
92,2023-06-11,Headphones,3,2000
93,2024-06-23,Mobile,2,15000
94,2023-10-23,Mobile,2,15000
95,2024-11-22,Keyboard,1,1500
96,2023-03-07,Keyboard,1,1500
97,2023-06-17,Keyboard,4,1500
98,2023-07-06,Monitor,3,12000
99,2023-01-16,Laptop,2,50000
100,2023-12-13,Keyboard,4,1500
101,2024-09-28,Laptop,2,50000
102,2024-03-22,Tablet,2,20000
103,2023-08-01,Laptop,5,50000
104,2024-07-25,Tablet,3,20000
105,2023-12-18,Keyboard,1,1500
106,2023-10-01,Keyboard,2,1500
107,2023-06-29,Monitor,4,12000
108,2024-11-06,Laptop,3,50000
109,2024-05-25,Keyboard,3,1500
110,2024-01-22,Keyboard,3,1500
111,2023-07-13,Mouse,3,800
112,2023-07-02,Laptop,2,50000
113,2023-07-06,Tablet,1,20000
114,2024-01-10,Mobile,4,15000
115,2023-08-12,Keyboard,1,1500
116,2023-12-11,Headphones,1,2000
117,2023-04-24,Monitor,2,12000
118,2024-07-24,Tablet,2,20000
119,2024-11-11,Keyboard,2,1500
120,2023-04-27,Tablet,5,20000
121,2024-05-10,Tablet,1,20000
122,2023-12-17,Keyboard,2,1500
123,2024-10-21,Tablet,4,20000
124,2024-10-05,Laptop,5,50000
125,2024-10-08,Mouse,5,800
126,2024-09-30,Mouse,1,800
127,2024-09-10,Monitor,1,12000
128,2024-07-31,Mobile,5,15000
129,2024-06-26,Laptop,5,50000
130,2024-02-29,Tablet,4,20000
131,2024-10-13,Headphones,5,2000
132,2023-09-08,Tablet,2,20000
133,2023-01-12,Monitor,4,12000
134,2023-03-02,Tablet,3,20000
135,2024-11-02,Headphones,2,2000
136,2024-01-20,Laptop,2,50000
137,2024-08-29,Laptop,1,50000
138,2023-12-21,Mobile,3,15000
139,2023-04-23,Tablet,5,20000
140,2024-08-08,Headphones,3,2000
141,2023-05-18,Mouse,4,800
142,2024-04-21,Monitor,2,12000
143,2023-09-15,Mobile,5,15000
144,2023-12-12,Laptop,4,50000
145,2023-11-01,Headphones,5,2000
146,2024-11-17,Keyboard,2,1500
147,2023-11-23,Keyboard,2,1500
148,2023-12-20,Mobile,5,15000
149,2023-05-07,Headphones,1,2000
150,2024-11-13,Mobile,1,15000
151,2023-01-28,Keyboard,1,1500
152,2024-10-13,Monitor,3,12000
153,2023-04-22,Mouse,3,800
154,2023-09-06,Keyboard,1,1500
155,2023-08-24,Laptop,1,50000
156,2024-04-02,Monitor,4,12000
157,2023-03-14,Tablet,2,20000
158,2023-01-07,Mouse,4,800
159,2024-07-28,Tablet,2,20000
160,2024-10-02,Keyboard,5,1500
161,2023-12-17,Mobile,2,15000
162,2024-02-12,Monitor,3,12000
163,2023-08-24,Keyboard,3,1500
164,2024-08-31,Laptop,2,50000
165,2024-10-10,Keyboard,4,1500
166,2023-02-01,Tablet,5,20000
167,2023-10-30,Tablet,2,20000
168,2024-01-04,Laptop,5,50000
169,2024-04-20,Keyboard,3,1500
170,2024-10-01,Tablet,5,20000
171,2024-11-15,Headphones,2,2000
172,2024-02-22,Headphones,2,2000
173,2024-05-03,Mouse,4,800
174,2023-06-30,Mouse,3,800
175,2023-09-07,Tablet,2,20000
176,2024-08-06,Headphones,5,2000
177,2023-06-14,Tablet,5,20000
178,2024-12-26,Monitor,4,12000
179,2023-02-17,Keyboard,5,1500
180,2023-12-11,Mouse,1,800
181,2024-08-11,Keyboard,3,1500
182,2024-05-30,Mouse,2,800
183,2023-09-08,Headphones,2,2000
184,2023-10-04,Laptop,1,50000
185,2023-05-06,Mouse,3,800
186,2023-01-12,Mouse,1,800
187,2023-07-01,Tablet,3,20000
188,2023-07-05,Tablet,4,20000
189,2023-05-13,Laptop,3,50000
190,2023-11-06,Mobile,5,15000
191,2023-10-27,Mobile,2,15000
192,2024-02-10,Tablet,4,20000
193,2023-07-10,Keyboard,5,1500
194,2023-01-21,Headphones,2,2000
195,2024-07-15,Mobile,1,15000
196,2023-03-14,Laptop,3,50000
197,2023-04-21,Laptop,1,50000
198,2023-12-28,Monitor,4,12000
199,2024-03-14,Headphones,4,2000
200,2023-10-04,Monitor,3,12000
201,2023-05-29,Mobile,2,15000
202,2024-02-21,Monitor,5,12000
203,2023-06-26,Headphones,2,2000
204,2023-10-09,Tablet,5,20000
205,2024-02-17,Headphones,2,2000
206,2023-03-15,Keyboard,5,1500
207,2023-09-25,Mouse,2,800
208,2024-09-01,Monitor,4,12000
209,2023-02-26,Laptop,1,50000
210,2024-11-27,Headphones,1,2000
211,2024-05-06,Monitor,2,12000
212,2024-06-03,Mouse,1,800
213,2023-11-27,Mouse,3,800
214,2024-03-31,Mobile,2,15000
215,2023-07-06,Laptop,4,50000
216,2024-03-28,Tablet,1,20000
217,2023-02-17,Laptop,4,50000
218,2023-10-17,Mouse,4,800
219,2024-11-15,Tablet,5,20000
220,2023-10-22,Tablet,3,20000
221,2024-05-09,Monitor,5,12000
222,2023-01-21,Monitor,5,12000
223,2024-09-19,Mobile,2,15000
224,2023-05-31,Headphones,5,2000
225,2024-10-12,Tablet,4,20000
226,2024-09-16,Tablet,4,20000
227,2024-11-03,Keyboard,3,1500
228,2024-01-04,Laptop,5,50000
229,2023-04-09,Laptop,2,50000
230,2024-05-06,Headphones,4,2000
231,2024-04-07,Keyboard,3,1500
232,2024-03-30,Keyboard,3,1500
233,2024-05-30,Keyboard,3,1500
234,2024-04-20,Monitor,5,12000
235,2024-12-27,Keyboard,2,1500
236,2024-09-16,Mouse,2,800
237,2023-01-17,Headphones,4,2000
238,2023-09-30,Keyboard,2,1500
239,2024-10-11,Monitor,5,12000
240,2024-07-25,Headphones,4,2000
241,2024-06-18,Headphones,2,2000
242,2023-07-25,Mouse,1,800
243,2023-12-12,Headphones,4,2000
244,2023-11-17,Tablet,1,20000
245,2024-12-02,Headphones,4,2000
246,2023-02-14,Tablet,2,20000
247,2023-02-07,Mobile,4,15000
248,2024-09-29,Keyboard,2,1500
249,2024-10-13,Keyboard,5,1500
250,2024-01-10,Headphones,4,2000
251,2023-12-05,Monitor,1,12000
252,2024-02-13,Mobile,1,15000
253,2024-07-30,Keyboard,1,1500
254,2024-12-27,Keyboard,3,1500
255,2023-03-30,Keyboard,1,1500
256,2023-10-28,Mobile,3,15000
257,2023-03-27,Headphones,5,2000
258,2024-04-23,Keyboard,4,1500
259,2023-09-21,Laptop,4,50000
260,2024-11-04,Monitor,5,12000
261,2023-03-02,Keyboard,5,1500
262,2024-01-05,Keyboard,3,1500
263,2024-07-04,Laptop,5,50000
264,2024-08-29,Mobile,3,15000
265,2023-12-06,Headphones,2,2000
266,2024-12-17,Monitor,3,12000
267,2023-03-06,Mouse,4,800
268,2023-12-25,Tablet,5,20000
269,2023-03-31,Laptop,2,50000
270,2023-03-29,Headphones,5,2000
271,2023-04-22,Tablet,3,20000
272,2024-01-29,Keyboard,4,1500
273,2024-10-19,Mouse,2,800
274,2023-03-25,Headphones,1,2000
275,2023-06-27,Laptop,1,50000
276,2023-05-25,Monitor,5,12000
277,2024-09-24,Mobile,4,15000
278,2023-10-15,Keyboard,2,1500
279,2024-02-16,Keyboard,3,1500
280,2024-01-24,Monitor,5,12000
281,2023-05-06,Keyboard,1,1500
282,2023-04-15,Keyboard,4,1500
283,2024-05-11,Tablet,3,20000
284,2023-10-27,Keyboard,2,1500
285,2024-04-24,Mobile,2,15000
286,2024-11-30,Mouse,4,800
287,2023-02-25,Monitor,4,12000
288,2024-03-20,Mobile,4,15000
289,2024-01-23,Laptop,5,50000
290,2024-12-04,Mouse,3,800
291,2024-10-21,Headphones,3,2000
292,2023-11-13,Monitor,1,12000
293,2023-06-28,Headphones,4,2000
294,2024-08-14,Mouse,5,800
295,2023-12-22,Headphones,4,2000
296,2023-06-12,Laptop,3,50000
297,2023-12-07,Keyboard,4,1500
298,2023-10-11,Keyboard,4,1500
299,2024-10-02,Headphones,1,2000
300,2023-06-24,Keyboard,5,1500
301,2023-03-04,Monitor,4,12000
302,2023-06-20,Mobile,5,15000
303,2023-11-22,Mouse,3,800
304,2024-04-20,Laptop,1,50000
305,2024-03-02,Monitor,3,12000
306,2023-09-25,Laptop,1,50000
307,2023-02-16,Mouse,2,800
308,2024-12-07,Keyboard,4,1500
309,2024-01-19,Tablet,1,20000
310,2023-07-02,Monitor,4,12000
311,2023-01-20,Laptop,3,50000
312,2024-11-14,Keyboard,2,1500
313,2023-05-23,Mouse,5,800
314,2024-02-06,Headphones,3,2000
315,2023-08-07,Headphones,2,2000
316,2023-03-25,Laptop,4,50000
317,2024-01-21,Mouse,4,800
318,2023-11-21,Tablet,3,20000
319,2023-08-15,Laptop,1,50000
320,2023-12-11,Monitor,1,12000
321,2023-10-23,Laptop,3,50000
322,2024-07-06,Mobile,3,15000
323,2023-04-24,Headphones,4,2000
324,2023-12-14,Mouse,1,800
325,2024-08-26,Keyboard,2,1500
326,2023-03-13,Laptop,5,50000
327,2024-11-03,Mouse,4,800
328,2024-07-04,Laptop,2,50000
329,2024-03-03,Mouse,5,800
330,2023-01-29,Mobile,5,15000
331,2024-04-26,Headphones,1,2000
332,2023-07-18,Laptop,1,50000
333,2024-11-27,Keyboard,3,1500
334,2024-01-05,Keyboard,5,1500
335,2023-10-20,Keyboard,4,1500
336,2024-08-29,Laptop,3,50000
337,2024-08-12,Tablet,1,20000
338,2024-01-24,Keyboard,2,1500
339,2023-06-03,Keyboard,2,1500
340,2024-04-25,Mouse,3,800
341,2024-05-06,Monitor,1,12000
342,2023-12-18,Keyboard,3,1500
343,2024-05-06,Tablet,4,20000
344,2024-05-24,Mouse,5,800
345,2023-12-12,Headphones,5,2000
346,2024-01-30,Laptop,4,50000
347,2024-11-14,Monitor,3,12000
348,2024-11-13,Keyboard,5,1500
349,2024-04-30,Keyboard,5,1500
350,2024-12-23,Headphones,1,2000
351,2023-12-31,Tablet,4,20000
352,2023-06-03,Tablet,3,20000
353,2023-10-21,Tablet,3,20000
354,2023-08-03,Headphones,3,2000
355,2023-04-22,Headphones,3,2000
356,2024-03-29,Tablet,5,20000
357,2024-10-03,Tablet,1,20000
358,2024-11-01,Tablet,2,20000
359,2023-01-11,Keyboard,5,1500
360,2024-04-16,Mouse,4,800
361,2024-04-16,Monitor,2,12000
362,2024-12-19,Tablet,5,20000
363,2023-06-03,Keyboard,5,1500
364,2024-08-17,Laptop,2,50000
365,2023-06-18,Headphones,2,2000
366,2024-09-18,Tablet,2,20000
367,2024-02-17,Laptop,4,50000
368,2024-10-27,Headphones,3,2000
369,2023-05-31,Laptop,4,50000
370,2024-07-05,Headphones,4,2000
371,2024-04-30,Mobile,5,15000
372,2023-08-31,Keyboard,3,1500
373,2024-04-11,Tablet,1,20000
374,2023-04-20,Mouse,3,800
375,2024-10-26,Mouse,2,800
376,2024-03-31,Keyboard,1,1500
377,2023-07-29,Tablet,1,20000
378,2023-06-10,Mouse,4,800
379,2023-09-25,Keyboard,2,1500
380,2023-11-23,Headphones,1,2000
381,2024-12-14,Mouse,4,800
382,2024-03-07,Keyboard,2,1500
383,2024-02-26,Headphones,4,2000
384,2024-10-13,Keyboard,1,1500
385,2024-12-03,Keyboard,5,1500
386,2024-09-11,Monitor,5,12000
387,2023-01-05,Tablet,3,20000
388,2024-02-27,Tablet,2,20000
389,2024-11-16,Mobile,1,15000
390,2023-01-25,Laptop,1,50000
391,2024-05-04,Tablet,2,20000
392,2023-06-11,Mouse,2,800
393,2023-11-17,Headphones,2,2000
394,2024-10-17,Mouse,2,800
395,2023-02-21,Tablet,4,20000
396,2024-07-03,Headphones,5,2000
397,2023-11-29,Laptop,3,50000
398,2023-09-14,Mouse,1,800
399,2024-10-17,Keyboard,2,1500
400,2024-07-16,Laptop,1,50000
401,2023-04-29,Keyboard,4,1500
402,2023-07-28,Tablet,2,20000
403,2024-08-13,Keyboard,1,1500
404,2024-05-25,Tablet,3,20000
405,2024-12-12,Monitor,1,12000
406,2024-10-02,Laptop,4,50000
407,2024-12-15,Keyboard,4,1500
408,2023-10-13,Mouse,4,800
409,2023-03-30,Mouse,2,800
410,2023-08-24,Mouse,5,800
411,2024-02-01,Keyboard,4,1500
412,2023-01-31,Laptop,3,50000
413,2023-10-18,Mobile,2,15000
414,2023-11-06,Laptop,1,50000
415,2023-03-12,Mouse,2,800
416,2024-03-02,Mouse,1,800
417,2023-10-08,Tablet,4,20000
418,2024-02-24,Laptop,1,50000
419,2024-10-21,Tablet,4,20000
420,2023-09-18,Headphones,3,2000
421,2024-04-30,Mouse,5,800
422,2024-11-29,Monitor,4,12000
423,2023-01-26,Keyboard,5,1500
424,2024-12-15,Keyboard,5,1500
425,2023-05-30,Mouse,5,800
426,2024-01-14,Laptop,4,50000
427,2023-04-26,Headphones,1,2000
428,2024-10-23,Laptop,2,50000
429,2023-03-27,Keyboard,1,1500
430,2023-06-16,Laptop,4,50000
431,2024-05-29,Laptop,2,50000
432,2023-04-15,Mouse,3,800
433,2024-04-11,Headphones,1,2000
434,2024-02-02,Mouse,5,800
435,2023-10-04,Mobile,5,15000
436,2024-02-11,Mouse,3,800
437,2023-05-04,Monitor,1,12000
438,2023-07-31,Monitor,3,12000
439,2023-03-31,Mouse,2,800
440,2023-04-14,Tablet,1,20000
441,2023-02-20,Mouse,1,800
442,2024-02-29,Headphones,3,2000
443,2024-11-03,Tablet,5,20000
444,2024-06-10,Tablet,3,20000
445,2023-07-05,Mobile,1,15000
446,2024-04-01,Monitor,2,12000
447,2023-05-08,Headphones,4,2000
448,2024-09-11,Mouse,5,800
449,2024-10-14,Headphones,5,2000
450,2024-10-31,Headphones,2,2000
451,2023-01-19,Mouse,4,800
452,2024-10-07,Headphones,1,2000
453,2024-02-12,Mouse,3,800
454,2023-02-17,Laptop,3,50000
455,2023-12-01,Monitor,2,12000
456,2023-01-14,Mobile,1,15000
457,2023-09-21,Monitor,2,12000
458,2023-12-18,Headphones,4,2000
459,2024-11-13,Headphones,3,2000
460,2023-02-03,Monitor,4,12000
461,2024-11-13,Keyboard,3,1500
462,2024-07-25,Keyboard,1,1500
463,2023-11-15,Mouse,5,800
464,2024-10-10,Laptop,4,50000
465,2024-11-28,Keyboard,1,1500
466,2023-03-10,Headphones,3,2000
467,2023-10-22,Headphones,1,2000
468,2024-12-26,Monitor,2,12000
469,2024-09-04,Monitor,2,12000
470,2023-09-18,Keyboard,5,1500
471,2024-09-09,Keyboard,1,1500
472,2024-07-26,Tablet,3,20000
473,2024-10-31,Monitor,5,12000
474,2023-06-23,Headphones,1,2000
475,2024-09-27,Headphones,4,2000
476,2023-05-08,Tablet,3,20000
477,2024-07-20,Mouse,1,800
478,2023-10-31,Laptop,4,50000
479,2024-10-26,Keyboard,4,1500
480,2023-10-24,Mouse,3,800
481,2023-09-08,Tablet,4,20000
482,2024-09-09,Mouse,5,800
483,2023-08-08,Tablet,5,20000
484,2024-04-16,Laptop,2,50000
485,2023-11-05,Keyboard,5,1500
486,2023-08-09,Mobile,4,15000
487,2024-10-11,Tablet,1,20000
488,2023-05-25,Keyboard,2,1500
489,2023-12-04,Laptop,2,50000
490,2024-05-22,Mobile,4,15000
491,2023-05-31,Mouse,5,800
492,2023-05-16,Headphones,2,2000
493,2024-11-15,Keyboard,4,1500
494,2024-06-12,Tablet,2,20000
495,2023-12-04,Mobile,4,15000
496,2023-12-09,Keyboard,2,1500
497,2024-05-27,Mobile,2,15000
498,2023-02-06,Keyboard,3,1500
499,2024-08-27,Mouse,4,800
500,2023-08-26,Monitor,1,12000
501,2023-03-25,Monitor,5,12000
502,2023-04-08,Mouse,2,800
503,2024-11-04,Monitor,4,12000
504,2024-08-12,Keyboard,4,1500
505,2024-01-08,Tablet,1,20000
506,2023-01-23,Laptop,5,50000
507,2023-12-22,Tablet,3,20000
508,2023-05-28,Monitor,2,12000
509,2024-08-12,Keyboard,3,1500
510,2023-07-27,Mobile,2,15000
511,2023-02-06,Keyboard,2,1500
512,2024-01-17,Monitor,4,12000
513,2024-11-02,Keyboard,1,1500
514,2024-09-05,Monitor,5,12000
515,2024-05-17,Mobile,4,15000
516,2024-10-03,Mobile,3,15000
517,2023-02-12,Mobile,2,15000
518,2023-03-31,Keyboard,5,1500
519,2024-08-17,Monitor,2,12000
520,2023-06-20,Mobile,4,15000
521,2023-04-21,Headphones,2,2000
522,2023-05-30,Mouse,4,800
523,2023-08-05,Headphones,4,2000
524,2024-11-26,Monitor,3,12000
525,2023-08-17,Laptop,4,50000
526,2024-12-13,Monitor,2,12000
527,2023-10-27,Laptop,3,50000
528,2024-02-12,Headphones,1,2000
529,2024-03-12,Mouse,1,800
530,2023-09-19,Tablet,4,20000
531,2023-07-28,Mobile,5,15000
532,2024-10-31,Tablet,2,20000
533,2023-11-21,Keyboard,4,1500
534,2023-03-06,Mouse,4,800
535,2024-08-19,Monitor,4,12000
536,2024-10-14,Mobile,1,15000
537,2023-07-06,Headphones,1,2000
538,2023-02-04,Mouse,2,800
539,2023-02-06,Mouse,1,800
540,2023-03-21,Headphones,4,2000
541,2024-07-01,Monitor,2,12000
542,2023-08-27,Keyboard,1,1500
543,2024-03-17,Mobile,4,15000
544,2024-10-19,Headphones,5,2000
545,2024-02-06,Mobile,1,15000
546,2024-05-17,Monitor,2,12000
547,2024-06-14,Monitor,2,12000
548,2024-09-26,Tablet,1,20000
549,2024-04-18,Tablet,5,20000
550,2023-10-13,Keyboard,3,1500
551,2024-12-01,Keyboard,3,1500
552,2023-12-21,Laptop,1,50000
553,2024-11-24,Tablet,5,20000
554,2024-01-20,Headphones,2,2000
555,2023-05-07,Tablet,1,20000
556,2024-05-24,Tablet,1,20000
557,2023-10-27,Mouse,2,800
558,2024-09-04,Headphones,2,2000
559,2024-08-31,Tablet,1,20000
560,2023-01-20,Monitor,5,12000
561,2024-12-04,Monitor,3,12000
562,2024-05-05,Mouse,3,800
563,2024-06-30,Keyboard,3,1500
564,2024-06-10,Monitor,2,12000
565,2023-09-16,Keyboard,4,1500
566,2024-09-06,Mobile,2,15000
567,2023-03-29,Laptop,4,50000
568,2024-01-16,Headphones,3,2000
569,2023-10-25,Mobile,1,15000
570,2024-06-26,Laptop,4,50000
571,2023-01-14,Mouse,3,800
572,2024-08-04,Keyboard,2,1500
573,2023-03-18,Monitor,3,12000
574,2023-09-26,Laptop,4,50000
575,2023-01-04,Tablet,5,20000
576,2024-08-21,Tablet,2,20000
577,2023-10-17,Mouse,3,800
578,2023-02-18,Laptop,2,50000
579,2024-01-22,Laptop,5,50000
580,2024-07-05,Mobile,5,15000
581,2023-11-11,Laptop,4,50000
582,2023-12-24,Mouse,3,800
583,2023-03-03,Mouse,4,800
584,2023-07-24,Keyboard,3,1500
585,2024-10-20,Monitor,5,12000
586,2023-05-11,Tablet,3,20000
587,2023-11-15,Tablet,3,20000
588,2024-01-11,Tablet,1,20000
589,2023-05-12,Monitor,3,12000
590,2023-05-08,Laptop,3,50000
591,2024-06-17,Keyboard,1,1500
592,2023-04-01,Headphones,5,2000
593,2024-05-18,Mobile,5,15000
594,2023-11-24,Laptop,5,50000
595,2024-06-05,Headphones,1,2000
596,2024-07-29,Monitor,4,12000
597,2023-06-12,Monitor,2,12000
598,2023-02-01,Laptop,1,50000
599,2024-12-04,Tablet,3,20000
600,2024-03-19,Keyboard,3,1500
601,2024-11-11,Keyboard,1,1500
602,2023-04-04,Mobile,5,15000
603,2023-03-27,Headphones,4,2000
604,2024-02-23,Laptop,3,50000
605,2024-06-11,Laptop,2,50000
606,2024-05-29,Tablet,5,20000
607,2023-09-14,Laptop,4,50000
608,2024-04-15,Keyboard,4,1500
609,2023-03-14,Mouse,5,800
610,2024-10-23,Mobile,2,15000
611,2023-11-16,Laptop,3,50000
612,2023-08-20,Mobile,5,15000
613,2024-09-22,Headphones,5,2000
614,2024-08-27,Laptop,4,50000
615,2024-10-02,Laptop,5,50000
616,2024-05-21,Headphones,4,2000
617,2024-12-26,Mouse,1,800
618,2023-03-15,Monitor,5,12000
619,2024-11-06,Mouse,1,800
620,2023-03-27,Mobile,3,15000
621,2024-10-08,Monitor,2,12000
622,2024-04-24,Mouse,3,800
623,2024-04-04,Headphones,3,2000
624,2024-01-05,Tablet,4,20000
625,2023-04-19,Monitor,3,12000
626,2023-11-28,Laptop,1,50000
627,2024-09-10,Keyboard,1,1500
628,2023-09-22,Headphones,3,2000
629,2023-06-20,Headphones,2,2000
630,2024-06-20,Mobile,1,15000
631,2023-07-17,Monitor,3,12000
632,2024-09-10,Mouse,2,800
633,2023-07-09,Mouse,1,800
634,2023-02-23,Monitor,4,12000
635,2024-07-02,Headphones,4,2000
636,2023-10-26,Laptop,2,50000
637,2023-04-12,Mobile,3,15000
638,2024-10-19,Keyboard,2,1500
639,2023-05-28,Tablet,2,20000
640,2023-06-02,Mouse,5,800
641,2024-12-13,Headphones,1,2000
642,2024-10-29,Monitor,1,12000
643,2023-12-16,Headphones,1,2000
644,2023-01-22,Mobile,3,15000
645,2024-06-24,Mobile,5,15000
646,2024-03-25,Keyboard,4,1500
647,2024-10-09,Tablet,2,20000
648,2024-09-13,Mobile,2,15000
649,2024-09-20,Mobile,2,15000
650,2024-04-11,Tablet,5,20000
651,2023-04-11,Mouse,4,800
652,2023-01-03,Keyboard,5,1500
653,2024-06-30,Headphones,1,2000
654,2023-10-18,Tablet,5,20000
655,2024-05-16,Tablet,5,20000
656,2024-09-29,Monitor,1,12000
657,2023-07-13,Monitor,3,12000
658,2024-03-29,Mobile,4,15000
659,2024-02-04,Mobile,4,15000
660,2024-09-05,Monitor,3,12000
661,2024-10-19,Tablet,3,20000
662,2023-11-19,Keyboard,3,1500
663,2024-09-14,Monitor,1,12000
664,2023-01-10,Monitor,1,12000
665,2024-12-04,Monitor,1,12000
666,2024-06-14,Mouse,2,800
667,2023-01-29,Mobile,1,15000
668,2023-03-13,Tablet,3,20000
669,2024-03-27,Keyboard,5,1500
670,2023-07-28,Laptop,4,50000
671,2023-11-07,Keyboard,3,1500
672,2023-10-11,Monitor,1,12000
673,2023-12-21,Headphones,1,2000
674,2024-05-06,Tablet,2,20000
675,2024-12-05,Tablet,5,20000
676,2023-01-20,Mobile,3,15000
677,2023-08-29,Tablet,4,20000
678,2023-03-12,Tablet,4,20000
679,2024-03-24,Mouse,5,800
680,2023-11-23,Mobile,3,15000
681,2023-06-15,Keyboard,2,1500
682,2024-10-16,Monitor,4,12000
683,2024-01-25,Mobile,5,15000
684,2023-05-25,Mouse,1,800
685,2023-12-24,Headphones,3,2000
686,2023-12-13,Laptop,4,50000
687,2023-02-25,Monitor,1,12000
688,2024-11-18,Monitor,2,12000
689,2024-03-03,Laptop,1,50000
690,2024-04-20,Mouse,5,800
691,2024-08-13,Keyboard,5,1500
692,2024-12-26,Tablet,2,20000
693,2023-10-09,Mouse,5,800
694,2023-06-18,Monitor,5,12000
695,2024-01-20,Tablet,2,20000
696,2023-03-04,Laptop,4,50000
697,2023-03-22,Mouse,3,800
698,2023-02-05,Keyboard,3,1500
699,2024-09-17,Mobile,4,15000
700,2024-03-13,Keyboard,4,1500
701,2024-10-19,Monitor,4,12000
702,2024-02-16,Headphones,4,2000
703,2024-11-23,Laptop,2,50000
704,2024-04-19,Headphones,3,2000
705,2023-04-30,Mouse,3,800
706,2023-08-06,Headphones,1,2000
707,2024-02-15,Keyboard,5,1500
708,2023-03-17,Monitor,3,12000
709,2024-09-29,Laptop,4,50000
710,2024-12-18,Mouse,5,800
711,2023-04-16,Tablet,2,20000
712,2024-08-25,Headphones,2,2000
713,2023-04-06,Laptop,3,50000
714,2023-12-12,Laptop,3,50000
715,2024-06-26,Keyboard,5,1500
716,2024-05-02,Mouse,4,800
717,2024-04-04,Mouse,5,800
718,2023-03-04,Mobile,2,15000
719,2024-04-21,Laptop,4,50000
720,2024-03-21,Tablet,4,20000
721,2023-04-25,Mouse,3,800
722,2024-09-22,Mouse,2,800
723,2024-01-01,Headphones,5,2000
724,2024-02-28,Laptop,3,50000
725,2023-04-11,Keyboard,5,1500
726,2023-12-14,Tablet,1,20000
727,2024-09-14,Tablet,1,20000
728,2024-08-19,Mobile,2,15000
729,2024-04-16,Mobile,2,15000
730,2024-12-01,Mouse,5,800
731,2024-04-26,Mouse,4,800
732,2024-03-22,Laptop,1,50000
733,2024-01-19,Keyboard,4,1500
